plot_width,plot_length,plot_area_sqft,aspect_ratio,floors,bhk,family_size,parking_spaces,facing_direction,vastu_priority,layout_archetype,circulation_ratio
70.3,140.0,9842.0,1.991,1,5,6,2,North,False,CENTRAL_SPINE_SPLIT,0.175
27.9,39.5,1102.0,1.416,1,2,3,1,South,False,COMPACT_LINEAR,0.113
71.7,140.0,10038.0,1.953,2,4,8,2,East,False,CENTRAL_SPINE_SPLIT,0.153
65.5,140.0,9170.0,2.137,3,5,6,2,South,True,CENTRAL_SPINE_SPLIT,0.168
25.3,54.8,1386.4,2.166,1,3,3,1,North,True,CENTRAL_SPINE_SPLIT,0.162
46.9,128.0,6003.2,2.729,3,5,7,3,South,False,CENTRAL_SPINE_SPLIT,0.186
25.3,63.2,1599.0,2.498,2,3,2,1,East,False,CENTRAL_SPINE_SPLIT,0.16
49.7,108.8,5407.4,2.189,3,4,7,2,North,True,CENTRAL_SPINE_SPLIT,0.162
73.3,57.3,4200.1,0.782,2,5,7,2,East,True,VILLA_PERIMETER,0.198
35.3,58.0,2047.4,1.643,1,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.147
47.3,102.1,4829.3,2.159,2,4,6,2,North,True,CENTRAL_SPINE_SPLIT,0.173
25.3,34.3,867.8,1.356,2,2,4,1,East,True,COMPACT_LINEAR,0.124
41.6,102.7,4272.3,2.469,1,4,5,3,West,True,CENTRAL_SPINE_SPLIT,0.167
46.2,91.4,4222.7,1.978,2,4,4,1,East,True,CENTRAL_SPINE_SPLIT,0.171
42.0,80.3,3372.6,1.912,3,5,6,2,South,True,CENTRAL_SPINE_SPLIT,0.153
29.3,22.1,647.5,0.754,2,1,1,0,North,True,COMPACT_LINEAR,0.123
21.3,56.5,1203.5,2.653,3,2,4,1,North,True,CENTRAL_SPINE_SPLIT,0.153
66.9,103.5,6924.2,1.547,2,5,7,2,South,True,VILLA_PERIMETER,0.21
27.5,27.9,767.2,1.015,2,2,3,1,West,True,COMPACT_LINEAR,0.095
60.2,98.8,5947.8,1.641,2,6,10,2,East,False,VILLA_PERIMETER,0.183
35.1,40.3,1414.5,1.148,1,2,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.15
45.4,114.8,5211.9,2.529,3,4,5,2,South,True,CENTRAL_SPINE_SPLIT,0.17
35.9,29.1,1044.7,0.811,2,3,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.149
72.7,89.6,6513.9,1.232,3,6,9,2,West,True,COMPACT_LINEAR,0.202
22.1,48.2,1065.2,2.181,2,1,1,1,East,True,CENTRAL_SPINE_SPLIT,0.159
18.9,29.8,563.2,1.577,1,1,3,0,South,True,COMPACT_LINEAR,0.093
68.6,85.4,5858.4,1.245,3,4,4,2,East,True,L_SHAPED_COURTYARD,0.175
60.7,111.2,6749.8,1.832,1,6,7,2,North,True,CENTRAL_SPINE_SPLIT,0.186
32.3,41.1,1327.5,1.272,1,3,3,1,North,True,WRAP_AROUND_OPEN_PLAN,0.148
49.5,71.8,3554.1,1.451,3,5,9,1,South,True,VILLA_PERIMETER,0.197
21.5,22.1,475.2,1.028,2,1,1,0,South,False,COMPACT_LINEAR,0.09
61.8,132.6,8194.7,2.146,2,5,6,2,West,True,WRAP_AROUND_OPEN_PLAN,0.158
74.4,94.7,7045.7,1.273,2,6,10,1,East,True,L_SHAPED_COURTYARD,0.17
55.4,113.4,6282.4,2.047,1,4,8,3,West,True,CENTRAL_SPINE_SPLIT,0.139
43.0,97.5,4192.5,2.267,2,4,7,2,South,False,CENTRAL_SPINE_SPLIT,0.166
34.4,47.5,1634.0,1.381,2,3,4,1,West,True,WRAP_AROUND_OPEN_PLAN,0.129
61.7,140.0,8638.0,2.269,2,4,4,3,West,True,CENTRAL_SPINE_SPLIT,0.155
39.0,61.3,2390.7,1.572,2,4,8,1,North,False,WRAP_AROUND_OPEN_PLAN,0.154
36.8,67.0,2465.6,1.821,1,3,4,3,East,False,CENTRAL_SPINE_SPLIT,0.16
71.6,133.5,9558.6,1.865,3,5,7,2,West,False,CENTRAL_SPINE_SPLIT,0.161
56.3,140.0,7882.0,2.487,2,4,7,2,North,True,CENTRAL_SPINE_SPLIT,0.144
25.3,31.8,804.5,1.257,2,2,4,1,North,True,COMPACT_LINEAR,0.11
61.1,140.0,8554.0,2.291,2,6,8,2,East,True,CENTRAL_SPINE_SPLIT,0.156
32.2,51.8,1668.0,1.609,1,3,4,1,South,False,WRAP_AROUND_OPEN_PLAN,0.139
41.6,66.1,2749.8,1.589,3,4,6,2,East,True,VILLA_PERIMETER,0.18
28.6,50.7,1450.0,1.773,2,3,3,1,North,False,CENTRAL_SPINE_SPLIT,0.156
42.3,46.2,1954.3,1.092,1,3,3,1,West,True,WRAP_AROUND_OPEN_PLAN,0.123
69.1,140.0,9674.0,2.026,3,4,6,3,North,True,CENTRAL_SPINE_SPLIT,0.157
52.9,85.7,4533.5,1.62,3,5,6,3,North,True,VILLA_PERIMETER,0.207
50.1,47.0,2354.7,0.938,1,2,4,3,East,True,L_SHAPED_COURTYARD,0.162
73.1,52.4,3830.4,0.717,1,6,9,2,East,True,WRAP_AROUND_OPEN_PLAN,0.145
49.6,110.8,5495.7,2.234,1,4,5,2,North,True,CENTRAL_SPINE_SPLIT,0.159
49.3,46.5,2292.4,0.943,1,2,3,1,South,True,WRAP_AROUND_OPEN_PLAN,0.142
71.9,140.0,10066.0,1.947,2,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.158
58.3,118.6,6914.4,2.034,2,4,7,3,North,True,CENTRAL_SPINE_SPLIT,0.147
27.0,52.4,1414.8,1.941,3,3,5,1,East,False,CENTRAL_SPINE_SPLIT,0.174
24.6,39.8,979.1,1.618,2,2,3,1,West,True,COMPACT_LINEAR,0.117
19.1,22.0,420.2,1.152,3,1,2,0,South,True,COMPACT_LINEAR,0.109
60.9,140.0,8526.0,2.299,2,4,5,1,East,True,CENTRAL_SPINE_SPLIT,0.155
25.7,32.7,840.4,1.272,3,2,4,1,South,True,COMPACT_LINEAR,0.115
19.1,42.4,809.8,2.22,2,2,2,1,West,True,CENTRAL_SPINE_SPLIT,0.184
35.8,99.5,3562.1,2.779,2,4,7,1,South,False,CENTRAL_SPINE_SPLIT,0.153
42.2,103.5,4367.7,2.453,3,4,6,3,East,True,CENTRAL_SPINE_SPLIT,0.188
23.7,57.5,1362.8,2.426,1,3,6,1,East,True,CENTRAL_SPINE_SPLIT,0.181
61.5,76.2,4686.3,1.239,2,5,8,2,East,True,L_SHAPED_COURTYARD,0.171
36.8,88.2,3245.8,2.397,3,3,6,2,North,False,CENTRAL_SPINE_SPLIT,0.164
24.7,32.8,810.2,1.328,2,3,7,1,South,False,COMPACT_LINEAR,0.116
65.1,82.1,5344.7,1.261,2,4,8,2,North,True,L_SHAPED_COURTYARD,0.169
26.1,48.8,1273.7,1.87,1,2,4,1,East,True,CENTRAL_SPINE_SPLIT,0.158
66.4,102.5,6806.0,1.544,1,6,9,1,South,False,WRAP_AROUND_OPEN_PLAN,0.156
50.8,47.8,2428.2,0.941,2,4,6,3,East,True,L_SHAPED_COURTYARD,0.171
71.8,140.0,10052.0,1.95,3,5,7,2,West,True,CENTRAL_SPINE_SPLIT,0.164
44.1,95.4,4207.1,2.163,2,6,10,2,North,False,CENTRAL_SPINE_SPLIT,0.16
46.7,93.6,4371.1,2.004,3,4,5,1,South,False,CENTRAL_SPINE_SPLIT,0.14
71.3,110.3,7864.4,1.547,2,5,8,2,North,True,VILLA_PERIMETER,0.211
72.9,81.7,5955.9,1.121,1,4,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.154
60.4,85.3,5152.1,1.412,1,5,7,2,East,True,WRAP_AROUND_OPEN_PLAN,0.131
67.3,127.1,8553.8,1.889,3,5,9,2,North,True,CENTRAL_SPINE_SPLIT,0.157
36.1,50.7,1830.3,1.404,1,3,5,1,East,True,WRAP_AROUND_OPEN_PLAN,0.131
64.1,114.9,7365.1,1.793,2,5,5,2,South,True,CENTRAL_SPINE_SPLIT,0.168
60.2,106.6,6417.3,1.771,2,4,6,2,West,True,CENTRAL_SPINE_SPLIT,0.173
64.3,140.0,9002.0,2.177,1,4,5,3,North,True,WRAP_AROUND_OPEN_PLAN,0.17
39.5,93.1,3677.4,2.357,1,4,6,3,North,True,CENTRAL_SPINE_SPLIT,0.155
19.4,45.6,884.6,2.351,1,2,2,1,North,True,CENTRAL_SPINE_SPLIT,0.165
22.1,50.8,1122.7,2.299,1,2,4,1,West,True,CENTRAL_SPINE_SPLIT,0.158
36.2,54.3,1965.7,1.5,2,3,2,1,West,False,WRAP_AROUND_OPEN_PLAN,0.135
59.5,75.3,4480.3,1.266,2,4,6,3,South,True,VILLA_PERIMETER,0.199
28.0,71.9,2013.2,2.568,3,3,6,1,West,True,CENTRAL_SPINE_SPLIT,0.155
62.6,90.5,5665.3,1.446,3,5,6,1,West,True,VILLA_PERIMETER,0.195
35.6,71.0,2527.6,1.994,2,4,6,2,North,False,CENTRAL_SPINE_SPLIT,0.152
21.4,47.8,1022.9,2.234,2,2,4,1,East,False,CENTRAL_SPINE_SPLIT,0.14
37.1,62.1,2303.9,1.674,3,4,5,2,North,True,WRAP_AROUND_OPEN_PLAN,0.14
74.8,111.3,8325.2,1.488,3,5,8,2,North,True,VILLA_PERIMETER,0.191
57.6,70.9,4083.8,1.231,1,4,6,2,East,True,L_SHAPED_COURTYARD,0.193
60.5,58.5,3539.2,0.967,2,3,4,2,South,True,WRAP_AROUND_OPEN_PLAN,0.128
54.7,120.3,6580.4,2.199,2,4,4,3,East,True,L_SHAPED_COURTYARD,0.153
21.5,55.1,1184.7,2.563,1,2,5,1,East,False,CENTRAL_SPINE_SPLIT,0.155
37.0,32.5,1202.5,0.878,2,3,5,1,South,True,WRAP_AROUND_OPEN_PLAN,0.151
68.9,140.0,9646.0,2.032,2,5,7,1,North,False,CENTRAL_SPINE_SPLIT,0.147
58.6,52.7,3088.2,0.899,2,4,5,2,East,True,L_SHAPED_COURTYARD,0.188
51.5,84.7,4362.1,1.645,1,5,7,1,East,False,WRAP_AROUND_OPEN_PLAN,0.151
48.1,49.9,2400.2,1.037,2,4,6,2,East,True,L_SHAPED_COURTYARD,0.199
62.1,117.9,7321.6,1.899,2,4,7,1,East,True,CENTRAL_SPINE_SPLIT,0.162
31.9,81.1,2587.1,2.542,2,3,5,3,East,False,CENTRAL_SPINE_SPLIT,0.168
23.6,47.0,1109.2,1.992,1,2,1,1,East,True,CENTRAL_SPINE_SPLIT,0.165
70.7,140.0,9898.0,1.98,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.176
65.2,140.0,9128.0,2.147,2,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.161
43.9,74.4,3266.2,1.695,1,4,5,3,North,True,WRAP_AROUND_OPEN_PLAN,0.134
57.9,41.3,2391.3,0.713,1,3,5,2,East,True,WRAP_AROUND_OPEN_PLAN,0.147
21.7,51.5,1117.5,2.373,1,2,7,1,East,True,CENTRAL_SPINE_SPLIT,0.15
48.0,43.3,2078.4,0.902,3,3,5,1,South,False,WRAP_AROUND_OPEN_PLAN,0.137
68.4,136.3,9322.9,1.993,1,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.153
28.1,25.7,722.2,0.915,2,2,5,1,East,True,COMPACT_LINEAR,0.105
64.5,138.1,8907.4,2.141,2,5,8,2,West,False,CENTRAL_SPINE_SPLIT,0.179
28.7,35.8,1027.5,1.247,1,2,3,1,North,True,WRAP_AROUND_OPEN_PLAN,0.105
66.1,140.0,9254.0,2.118,1,4,5,1,North,True,CENTRAL_SPINE_SPLIT,0.177
69.2,140.0,9688.0,2.023,2,5,6,1,East,False,CENTRAL_SPINE_SPLIT,0.185
66.0,105.9,6989.4,1.605,1,5,9,2,North,True,WRAP_AROUND_OPEN_PLAN,0.147
40.9,65.5,2678.9,1.601,2,5,7,1,East,False,VILLA_PERIMETER,0.199
41.1,31.5,1294.7,0.766,3,3,4,1,South,False,WRAP_AROUND_OPEN_PLAN,0.141
59.0,51.8,3056.2,0.878,1,3,5,2,North,False,L_SHAPED_COURTYARD,0.191
30.8,78.1,2405.5,2.536,2,4,7,3,North,True,CENTRAL_SPINE_SPLIT,0.157
64.0,84.7,5420.8,1.323,2,5,7,2,North,False,COMPACT_LINEAR,0.177
49.0,124.5,6100.5,2.541,2,5,8,1,East,True,CENTRAL_SPINE_SPLIT,0.174
43.8,97.5,4270.5,2.226,2,4,6,2,East,False,CENTRAL_SPINE_SPLIT,0.151
47.1,113.2,5331.7,2.403,1,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.161
42.4,59.2,2510.1,1.396,3,5,7,2,North,False,VILLA_PERIMETER,0.176
67.9,74.5,5058.6,1.097,1,5,8,2,North,True,L_SHAPED_COURTYARD,0.198
34.5,69.6,2401.2,2.017,2,4,4,1,North,False,CENTRAL_SPINE_SPLIT,0.164
28.6,30.7,878.0,1.073,2,3,4,1,North,False,COMPACT_LINEAR,0.131
35.2,87.3,3073.0,2.48,2,4,5,1,East,True,CENTRAL_SPINE_SPLIT,0.156
74.7,64.3,4803.2,0.861,3,5,8,2,South,True,VILLA_PERIMETER,0.209
36.7,96.8,3552.6,2.638,3,4,6,2,North,True,CENTRAL_SPINE_SPLIT,0.184
24.5,35.0,857.5,1.429,2,2,4,1,East,True,COMPACT_LINEAR,0.111
55.0,41.8,2299.0,0.76,1,2,3,2,North,True,WRAP_AROUND_OPEN_PLAN,0.121
34.8,25.4,883.9,0.73,2,1,2,1,East,True,COMPACT_LINEAR,0.097
37.6,74.8,2812.5,1.989,2,5,5,2,West,True,CENTRAL_SPINE_SPLIT,0.17
55.9,119.1,6657.7,2.131,2,4,5,1,West,True,CENTRAL_SPINE_SPLIT,0.16
22.1,48.6,1074.1,2.199,2,2,1,1,East,True,CENTRAL_SPINE_SPLIT,0.165
51.6,69.8,3601.7,1.353,3,4,6,2,North,False,VILLA_PERIMETER,0.19
61.5,51.9,3191.8,0.844,2,3,3,1,East,True,L_SHAPED_COURTYARD,0.192
74.0,140.0,10360.0,1.892,2,5,7,2,North,True,CENTRAL_SPINE_SPLIT,0.164
45.7,107.3,4903.6,2.348,2,5,8,1,East,False,CENTRAL_SPINE_SPLIT,0.15
30.1,51.0,1535.1,1.694,2,4,6,1,West,True,CENTRAL_SPINE_SPLIT,0.148
25.6,65.2,1669.1,2.547,1,3,6,1,North,True,CENTRAL_SPINE_SPLIT,0.174
52.0,70.7,3676.4,1.36,2,4,8,1,East,True,L_SHAPED_COURTYARD,0.194
63.1,130.1,8209.3,2.062,1,5,8,2,West,True,CENTRAL_SPINE_SPLIT,0.161
59.5,122.3,7276.8,2.055,2,6,10,2,South,False,CENTRAL_SPINE_SPLIT,0.166
53.6,137.6,7375.4,2.567,3,4,6,2,West,True,CENTRAL_SPINE_SPLIT,0.183
35.5,46.4,1647.2,1.307,3,3,5,1,South,True,L_SHAPED_COURTYARD,0.149
68.1,140.0,9534.0,2.056,2,4,6,2,West,False,CENTRAL_SPINE_SPLIT,0.158
68.5,49.1,3363.3,0.717,1,4,7,2,East,True,WRAP_AROUND_OPEN_PLAN,0.121
25.3,22.6,571.8,0.893,2,1,2,0,East,True,COMPACT_LINEAR,0.124
37.9,93.9,3558.8,2.478,3,5,8,1,North,True,CENTRAL_SPINE_SPLIT,0.153
69.8,82.0,5723.6,1.175,3,5,5,2,East,True,L_SHAPED_COURTYARD,0.179
42.6,52.4,2232.2,1.23,1,3,3,3,South,False,WRAP_AROUND_OPEN_PLAN,0.14
66.4,140.0,9296.0,2.108,1,5,8,2,North,True,CENTRAL_SPINE_SPLIT,0.169
32.8,60.9,1997.5,1.857,1,3,5,1,East,True,CENTRAL_SPINE_SPLIT,0.161
24.8,55.8,1383.8,2.25,1,2,5,1,North,True,CENTRAL_SPINE_SPLIT,0.167
48.4,98.7,4777.1,2.039,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.154
50.2,63.6,3192.7,1.267,2,4,7,2,South,True,VILLA_PERIMETER,0.209
55.9,70.2,3924.2,1.256,2,5,9,3,East,True,L_SHAPED_COURTYARD,0.213
42.2,30.9,1304.0,0.732,1,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.139
47.1,48.2,2270.2,1.023,1,3,6,1,South,True,WRAP_AROUND_OPEN_PLAN,0.143
44.7,84.6,3781.6,1.893,2,4,5,2,West,False,CENTRAL_SPINE_SPLIT,0.157
63.5,130.3,8274.1,2.052,2,5,5,2,East,True,CENTRAL_SPINE_SPLIT,0.173
29.5,73.9,2180.1,2.505,2,3,3,1,North,True,CENTRAL_SPINE_SPLIT,0.137
40.1,60.4,2422.0,1.506,1,3,5,2,East,True,WRAP_AROUND_OPEN_PLAN,0.135
47.4,102.8,4872.7,2.169,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.166
35.7,47.9,1710.0,1.342,2,3,3,1,North,True,L_SHAPED_COURTYARD,0.177
33.4,44.2,1476.3,1.323,3,3,5,1,West,True,WRAP_AROUND_OPEN_PLAN,0.151
69.1,87.9,6073.9,1.272,3,6,8,3,North,True,L_SHAPED_COURTYARD,0.166
40.6,44.9,1822.9,1.106,2,3,6,1,East,True,L_SHAPED_COURTYARD,0.199
63.6,85.4,5431.4,1.343,1,5,7,2,North,False,L_SHAPED_COURTYARD,0.199
54.2,104.1,5642.2,1.921,2,5,7,2,East,False,CENTRAL_SPINE_SPLIT,0.177
69.3,90.0,6237.0,1.299,1,6,10,2,North,True,L_SHAPED_COURTYARD,0.204
39.1,35.5,1388.0,0.908,1,3,6,1,West,True,WRAP_AROUND_OPEN_PLAN,0.136
57.0,103.8,5916.6,1.821,2,5,5,1,East,True,CENTRAL_SPINE_SPLIT,0.157
45.0,104.8,4716.0,2.329,2,6,10,2,North,True,CENTRAL_SPINE_SPLIT,0.147
52.1,138.9,7236.7,2.666,1,5,9,3,South,False,CENTRAL_SPINE_SPLIT,0.172
67.8,140.0,9492.0,2.065,2,5,7,1,North,True,CENTRAL_SPINE_SPLIT,0.18
22.5,29.3,659.2,1.302,2,1,2,0,North,True,COMPACT_LINEAR,0.107
34.2,75.3,2575.3,2.202,3,4,5,1,North,True,CENTRAL_SPINE_SPLIT,0.154
31.9,79.6,2539.2,2.495,1,4,4,2,East,False,CENTRAL_SPINE_SPLIT,0.16
48.5,128.9,6251.7,2.658,3,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.145
67.2,140.0,9408.0,2.083,1,5,7,2,West,True,CENTRAL_SPINE_SPLIT,0.156
66.2,132.2,8751.6,1.997,2,5,6,3,East,True,CENTRAL_SPINE_SPLIT,0.169
32.3,32.1,1036.8,0.994,1,2,3,1,East,True,COMPACT_LINEAR,0.114
63.1,140.0,8834.0,2.219,1,5,6,2,East,True,CENTRAL_SPINE_SPLIT,0.18
70.2,140.0,9828.0,1.994,2,4,5,1,North,True,CENTRAL_SPINE_SPLIT,0.165
24.9,29.0,722.1,1.165,2,2,5,1,East,False,COMPACT_LINEAR,0.09
50.5,113.2,5716.6,2.242,1,6,10,2,South,True,CENTRAL_SPINE_SPLIT,0.164
36.3,26.9,976.5,0.741,3,1,3,1,East,False,COMPACT_LINEAR,0.116
56.2,118.1,6637.2,2.101,2,5,6,2,South,True,CENTRAL_SPINE_SPLIT,0.173
32.7,44.1,1442.1,1.349,2,3,7,1,East,True,WRAP_AROUND_OPEN_PLAN,0.156
29.3,65.6,1922.1,2.239,1,3,5,1,East,True,CENTRAL_SPINE_SPLIT,0.157
57.4,103.0,5912.2,1.794,1,6,9,1,East,True,CENTRAL_SPINE_SPLIT,0.19
39.4,47.8,1883.3,1.213,1,3,6,1,North,True,L_SHAPED_COURTYARD,0.189
24.2,41.0,992.2,1.694,2,2,3,1,South,False,COMPACT_LINEAR,0.1
74.0,110.3,8162.2,1.491,2,4,5,1,West,False,VILLA_PERIMETER,0.206
26.5,62.7,1661.6,2.366,1,3,4,1,East,True,CENTRAL_SPINE_SPLIT,0.183
72.7,120.9,8789.4,1.663,2,5,8,3,North,True,VILLA_PERIMETER,0.218
46.0,109.7,5046.2,2.385,1,5,6,2,North,True,CENTRAL_SPINE_SPLIT,0.145
66.5,140.0,9310.0,2.105,2,6,10,2,East,True,CENTRAL_SPINE_SPLIT,0.152
49.7,52.7,2619.2,1.06,2,5,9,2,North,True,L_SHAPED_COURTYARD,0.181
67.4,140.0,9436.0,2.077,1,6,8,2,North,True,CENTRAL_SPINE_SPLIT,0.158
41.5,91.4,3793.1,2.202,2,4,7,2,North,True,CENTRAL_SPINE_SPLIT,0.158
67.1,67.6,4536.0,1.007,2,6,9,2,East,True,L_SHAPED_COURTYARD,0.182
34.7,53.6,1859.9,1.545,1,3,4,1,South,False,WRAP_AROUND_OPEN_PLAN,0.153
54.8,120.3,6592.4,2.195,2,6,7,1,North,True,CENTRAL_SPINE_SPLIT,0.18
68.2,140.0,9548.0,2.053,1,5,6,2,North,True,CENTRAL_SPINE_SPLIT,0.143
58.2,138.2,8043.2,2.375,2,5,8,1,East,True,CENTRAL_SPINE_SPLIT,0.181
35.8,58.4,2090.7,1.631,1,2,4,1,South,True,WRAP_AROUND_OPEN_PLAN,0.16
20.8,22.4,465.9,1.077,1,1,4,0,West,False,COMPACT_LINEAR,0.133
24.5,61.8,1514.1,2.522,2,2,3,1,East,True,CENTRAL_SPINE_SPLIT,0.166
70.5,74.8,5273.4,1.061,2,4,7,1,North,False,L_SHAPED_COURTYARD,0.177
65.4,61.1,3995.9,0.934,3,6,9,2,East,False,L_SHAPED_COURTYARD,0.183
29.1,34.8,1012.7,1.196,2,3,4,1,East,True,CENTRAL_SPINE_SPLIT,0.148
54.4,134.8,7333.1,2.478,2,5,8,3,West,True,CENTRAL_SPINE_SPLIT,0.164
18.2,22.0,400.4,1.209,1,1,1,0,South,True,COMPACT_LINEAR,0.097
20.4,43.2,881.3,2.118,2,2,5,1,South,True,CENTRAL_SPINE_SPLIT,0.165
65.9,105.1,6926.1,1.595,1,5,8,2,West,True,WRAP_AROUND_OPEN_PLAN,0.141
51.0,40.2,2050.2,0.788,1,3,6,1,North,True,WRAP_AROUND_OPEN_PLAN,0.132
38.6,75.8,2925.9,1.964,2,4,7,2,West,True,CENTRAL_SPINE_SPLIT,0.167
72.2,140.0,10108.0,1.939,2,6,8,2,East,True,WRAP_AROUND_OPEN_PLAN,0.154
23.6,54.1,1276.8,2.292,1,2,4,1,North,False,CENTRAL_SPINE_SPLIT,0.164
73.7,59.7,4399.9,0.81,2,4,7,2,East,False,WRAP_AROUND_OPEN_PLAN,0.188
73.3,78.0,5717.4,1.064,2,4,6,2,South,True,VILLA_PERIMETER,0.19
72.7,82.3,5983.2,1.132,1,5,8,1,North,True,L_SHAPED_COURTYARD,0.171
58.1,65.4,3799.7,1.126,1,4,5,2,West,False,WRAP_AROUND_OPEN_PLAN,0.161
21.8,58.9,1284.0,2.702,1,2,4,1,East,True,CENTRAL_SPINE_SPLIT,0.161
33.0,26.2,864.6,0.794,2,1,2,1,West,True,COMPACT_LINEAR,0.108
51.8,95.4,4941.7,1.842,2,4,6,1,East,True,CENTRAL_SPINE_SPLIT,0.153
42.8,64.8,2773.4,1.514,2,5,9,2,North,True,VILLA_PERIMETER,0.21
20.6,22.0,453.2,1.068,2,1,2,0,West,False,COMPACT_LINEAR,0.117
65.7,96.2,6320.3,1.464,2,4,8,3,South,True,VILLA_PERIMETER,0.202
18.3,32.4,592.9,1.77,3,1,3,0,East,False,CENTRAL_SPINE_SPLIT,0.16
66.8,140.0,9352.0,2.096,1,4,4,2,East,True,CENTRAL_SPINE_SPLIT,0.155
74.0,140.0,10360.0,1.892,2,6,8,2,North,True,L_SHAPED_COURTYARD,0.143
26.3,58.5,1538.5,2.224,1,3,3,1,South,True,CENTRAL_SPINE_SPLIT,0.17
48.2,34.7,1672.5,0.72,1,3,4,1,East,True,WRAP_AROUND_OPEN_PLAN,0.117
46.9,63.9,2996.9,1.362,2,5,7,1,North,True,VILLA_PERIMETER,0.194
57.0,62.3,3551.1,1.093,3,4,9,3,North,True,L_SHAPED_COURTYARD,0.169
71.1,139.5,9918.4,1.962,3,4,6,2,South,False,CENTRAL_SPINE_SPLIT,0.147
59.0,44.0,2596.0,0.746,2,4,7,3,East,True,VILLA_PERIMETER,0.199
70.0,104.8,7336.0,1.497,2,6,10,2,West,True,VILLA_PERIMETER,0.211
58.1,62.3,3619.6,1.072,1,4,7,2,North,True,L_SHAPED_COURTYARD,0.17
42.7,41.2,1759.2,0.965,2,3,4,1,East,False,L_SHAPED_COURTYARD,0.191
36.8,69.9,2572.3,1.899,2,4,6,2,East,True,CENTRAL_SPINE_SPLIT,0.175
68.9,140.0,9646.0,2.032,3,5,6,2,North,False,CENTRAL_SPINE_SPLIT,0.15
65.0,121.3,7884.5,1.866,1,4,8,2,West,False,CENTRAL_SPINE_SPLIT,0.146
25.5,54.1,1379.5,2.122,2,3,3,1,South,True,CENTRAL_SPINE_SPLIT,0.166
19.8,51.1,1011.8,2.581,2,2,5,1,East,True,CENTRAL_SPINE_SPLIT,0.188
31.3,74.9,2344.4,2.393,2,3,5,2,East,True,CENTRAL_SPINE_SPLIT,0.166
38.6,97.7,3771.2,2.531,2,5,9,2,South,True,CENTRAL_SPINE_SPLIT,0.17
59.3,110.1,6528.9,1.857,2,5,7,1,East,True,CENTRAL_SPINE_SPLIT,0.179
50.2,108.3,5436.7,2.157,3,5,8,2,East,True,CENTRAL_SPINE_SPLIT,0.158
22.1,49.2,1087.3,2.226,2,2,1,1,North,True,CENTRAL_SPINE_SPLIT,0.157
58.7,88.4,5189.1,1.506,1,5,8,2,North,False,WRAP_AROUND_OPEN_PLAN,0.128
42.0,47.2,1982.4,1.124,1,3,6,1,South,True,WRAP_AROUND_OPEN_PLAN,0.131
39.5,28.3,1117.9,0.716,2,2,3,1,East,True,COMPACT_LINEAR,0.126
68.9,73.1,5036.6,1.061,3,5,9,2,East,True,L_SHAPED_COURTYARD,0.171
31.4,51.2,1607.7,1.631,2,3,4,1,South,True,WRAP_AROUND_OPEN_PLAN,0.126
57.1,91.4,5218.9,1.601,2,6,9,3,South,True,VILLA_PERIMETER,0.198
42.9,107.2,4598.9,2.499,2,4,8,2,West,True,CENTRAL_SPINE_SPLIT,0.155
58.4,68.6,4006.2,1.175,1,5,8,2,North,True,L_SHAPED_COURTYARD,0.189
71.9,140.0,10066.0,1.947,1,5,6,3,North,True,CENTRAL_SPINE_SPLIT,0.189
31.9,31.0,988.9,0.972,2,3,5,1,North,True,WRAP_AROUND_OPEN_PLAN,0.142
70.2,108.7,7630.7,1.548,2,4,4,2,East,False,VILLA_PERIMETER,0.197
44.7,113.3,5064.5,2.535,3,4,7,2,East,False,CENTRAL_SPINE_SPLIT,0.147
37.8,69.2,2615.8,1.831,2,5,7,1,East,True,CENTRAL_SPINE_SPLIT,0.175
21.6,31.3,676.1,1.449,2,1,1,0,North,True,COMPACT_LINEAR,0.09
66.5,66.8,4442.2,1.005,3,4,9,2,North,True,L_SHAPED_COURTYARD,0.201
56.3,57.6,3242.9,1.023,1,3,4,1,West,True,COMPACT_LINEAR,0.152
64.8,140.0,9072.0,2.16,1,4,7,2,South,True,CENTRAL_SPINE_SPLIT,0.152
50.5,47.3,2388.6,0.937,1,4,7,2,North,True,L_SHAPED_COURTYARD,0.184
35.0,79.3,2775.5,2.266,3,5,9,3,South,True,CENTRAL_SPINE_SPLIT,0.162
26.0,64.8,1684.8,2.492,2,3,6,1,East,True,CENTRAL_SPINE_SPLIT,0.173
41.8,78.4,3277.1,1.876,3,3,5,2,East,True,CENTRAL_SPINE_SPLIT,0.171
56.4,51.8,2921.5,0.918,2,4,5,2,North,True,L_SHAPED_COURTYARD,0.175
