built_up_area_sqft,floors,bhk,city_tier,soil_type,seismic_zone,climate_zone,finishing_tier,has_basement,has_lift,cost_per_sqft_inr,total_cost_inr
3497.5,2,3,2,Sandy Loam,III,Warm-Humid,Premium,False,False,2767.5,9679331.0
2386.5,1,3,3,Black Cotton,IV,Composite,Premium,False,False,3344.6,7981888.0
1887.9,2,2,1,Sandy Loam,II,Composite,Standard,False,False,1895.5,3578514.0
3830.4,2,4,1,Clay,III,Hot-Dry,Luxury,False,True,4740.7,18608777.0
1675.8,1,3,2,Rocky,IV,Cold,Standard,False,False,1882.1,3154023.0
1954.2,1,3,1,Rocky,III,Composite,Premium,False,False,2714.5,5304676.0
2029.1,2,1,1,Sandy Loam,II,Composite,Standard,False,False,1808.7,3670033.0
3211.6,3,3,2,Sandy Loam,IV,Warm-Humid,Standard,False,True,2053.4,7044699.0
1942.5,1,2,1,Clay,II,Moderate,Premium,False,False,3289.0,6388882.0
1076.8,2,5,2,Clay,IV,Warm-Humid,Standard,False,False,2113.7,2276032.0
6510.8,3,4,2,Sandy Loam,V,Warm-Humid,Standard,False,False,2046.2,13322399.0
3413.5,2,2,1,Rocky,III,Moderate,Premium,False,False,2748.7,9382687.0
1577.1,1,2,2,Clay,III,Composite,Standard,False,False,1986.7,3133225.0
1369.1,2,2,2,Black Cotton,III,Warm-Humid,Premium,False,False,3056.9,4185202.0
4669.4,2,1,1,Rocky,II,Hot-Dry,Premium,True,False,2980.2,13915746.0
1033.5,1,4,1,Rocky,II,Composite,Standard,False,False,1982.1,2048500.0
3330.4,2,3,2,Black Cotton,V,Composite,Standard,True,False,2638.4,8786927.0
1038.3,2,3,1,Sandy Loam,II,Cold,Premium,False,False,2860.2,2969746.0
3162.9,2,2,1,Rocky,IV,Composite,Standard,False,False,1871.9,5920633.0
1055.0,1,2,1,Black Cotton,II,Hot-Dry,Premium,False,False,3599.8,3797789.0
1855.6,1,4,2,Black Cotton,II,Warm-Humid,Premium,False,False,3129.1,5806358.0
4096.2,3,2,1,Black Cotton,III,Hot-Dry,Premium,False,False,3564.5,14600905.0
1837.2,1,3,3,Rocky,III,Composite,Standard,False,False,1657.0,3044240.0
1743.9,1,1,3,Sandy Loam,II,Composite,Premium,False,False,2468.6,4304992.0
1430.1,2,4,2,Sandy Loam,III,Composite,Premium,False,False,2681.6,3834956.0
488.0,1,4,1,Clay,III,Warm-Humid,Standard,False,False,2271.4,1108443.0
881.7,1,4,2,Clay,II,Composite,Basic,False,False,1487.3,1311352.0
1823.6,1,3,2,Black Cotton,V,Warm-Humid,Standard,False,False,2423.5,4419495.0
811.7,1,2,2,Clay,III,Warm-Humid,Standard,False,False,2270.1,1842640.0
1317.2,2,2,2,Sandy Loam,IV,Moderate,Standard,True,False,2115.4,2786405.0
2390.7,2,3,2,Rocky,III,Composite,Standard,False,False,1732.5,4141888.0
1233.5,1,5,1,Rocky,II,Warm-Humid,Premium,False,False,2902.5,3580234.0
1938.4,1,3,2,Sandy Loam,III,Composite,Standard,False,False,1827.5,3542426.0
1036.8,1,3,1,Black Cotton,III,Warm-Humid,Standard,False,False,2499.4,2591378.0
2203.0,1,2,2,Black Cotton,III,Composite,Premium,False,False,3333.0,7342599.0
1284.6,1,3,3,Sandy Loam,II,Warm-Humid,Premium,False,False,2449.4,3146499.0
4339.5,2,1,1,Black Cotton,III,Moderate,Luxury,False,False,5022.8,21796441.0
1979.8,2,4,1,Sandy Loam,II,Moderate,Basic,False,False,1378.7,2729550.0
1566.5,3,2,2,Black Cotton,II,Warm-Humid,Standard,False,False,2157.5,3379724.0
4626.7,2,2,1,Sandy Loam,III,Hot-Dry,Standard,False,False,1763.5,8159185.0
2580.1,2,2,2,Black Cotton,II,Moderate,Premium,False,False,3124.1,8060490.0
3584.2,2,3,1,Black Cotton,II,Hot-Dry,Standard,False,False,2131.3,7639005.0
1513.7,2,2,1,Sandy Loam,V,Warm-Humid,Standard,False,False,2270.3,3436553.0
645.1,1,2,3,Sandy Loam,III,Hot-Dry,Basic,False,False,1251.4,807278.0
1943.4,2,2,1,Sandy Loam,III,Composite,Premium,True,False,3268.5,6352003.0
4714.8,3,1,1,Sandy Loam,II,Composite,Standard,False,False,2076.5,9790282.0
1477.3,1,4,1,Clay,IV,Composite,Basic,False,False,1753.1,2589855.0
1051.4,2,3,2,Clay,II,Moderate,Basic,False,False,1355.8,1425488.0
834.7,1,1,1,Sandy Loam,III,Composite,Basic,False,False,1552.2,1295621.0
3054.9,2,3,1,Black Cotton,III,Warm-Humid,Basic,False,False,1640.4,5011258.0
1998.0,1,3,2,Sandy Loam,IV,Moderate,Standard,False,False,2037.0,4069926.0
1261.4,2,1,2,Sandy Loam,III,Composite,Premium,False,False,2868.5,3618326.0
4201.8,2,3,1,Sandy Loam,III,Moderate,Premium,False,False,2756.3,11581421.0
3853.8,3,3,1,Sandy Loam,V,Composite,Standard,False,False,2316.9,8928869.0
2676.8,2,2,2,Black Cotton,II,Hot-Dry,Standard,False,False,2024.3,5418646.0
1885.6,1,2,1,Black Cotton,III,Warm-Humid,Basic,False,False,1790.9,3376921.0
1067.8,1,4,2,Sandy Loam,IV,Warm-Humid,Basic,False,False,1427.6,1524391.0
5062.4,3,2,1,Sandy Loam,II,Warm-Humid,Standard,False,False,1808.9,9157375.0
2808.8,2,2,2,Rocky,III,Warm-Humid,Premium,False,False,2532.9,7114410.0
3499.3,3,4,1,Rocky,III,Composite,Premium,False,False,2769.9,9692711.0
2675.3,2,1,1,Black Cotton,IV,Composite,Standard,False,False,2301.2,6156400.0
4157.8,2,3,1,Black Cotton,III,Hot-Dry,Standard,False,False,2283.3,9493505.0
1061.1,1,4,2,Sandy Loam,III,Composite,Standard,False,False,1894.4,2010148.0
2071.2,1,3,1,Sandy Loam,II,Warm-Humid,Standard,False,False,1942.0,4022270.0
1309.9,1,2,3,Clay,II,Composite,Standard,False,False,1987.3,2603164.0
4459.1,2,2,1,Sandy Loam,II,Composite,Standard,False,False,1877.0,8369731.0
1630.1,1,1,1,Clay,II,Composite,Standard,False,False,2080.3,3391097.0
1418.9,1,3,3,Clay,II,Warm-Humid,Premium,False,False,2623.5,3722484.0
2358.8,1,2,1,Clay,II,Warm-Humid,Basic,False,False,1624.9,3832814.0
2013.1,2,2,2,Clay,III,Composite,Standard,False,False,1899.1,3823078.0
1010.9,2,4,1,Clay,V,Moderate,Premium,False,False,3515.7,3554021.0
480.7,1,2,3,Clay,II,Composite,Premium,False,False,2881.9,1385329.0
1955.5,1,4,1,Rocky,III,Warm-Humid,Basic,False,False,1384.2,2706803.0
1435.0,1,4,1,Sandy Loam,II,Moderate,Standard,False,False,1950.1,2798394.0
2531.5,2,3,2,Black Cotton,III,Warm-Humid,Standard,True,False,2314.5,5859157.0
3733.0,2,4,2,Black Cotton,II,Warm-Humid,Standard,False,False,2026.9,7566418.0
3475.5,2,3,3,Black Cotton,II,Composite,Premium,False,False,2605.9,9056805.0
1787.0,2,3,3,Sandy Loam,II,Warm-Humid,Premium,False,False,2532.2,4525041.0
4178.6,3,4,2,Clay,IV,Warm-Humid,Standard,False,False,2106.3,8801385.0
3347.4,2,3,2,Clay,III,Warm-Humid,Standard,False,False,1853.6,6204741.0
2453.4,2,2,1,Clay,III,Composite,Standard,False,False,1951.3,4787319.0
3231.8,2,3,3,Black Cotton,III,Cold,Premium,False,False,2832.6,9154397.0
2228.5,1,3,3,Sandy Loam,II,Composite,Standard,False,False,1628.3,3628667.0
4476.5,2,4,3,Sandy Loam,III,Hot-Dry,Luxury,False,False,3478.1,15569715.0
1401.9,1,4,2,Black Cotton,V,Moderate,Premium,False,False,3922.6,5499093.0
1289.4,2,2,1,Sandy Loam,III,Cold,Standard,False,False,1941.0,2502725.0
6126.3,3,3,2,Clay,IV,Moderate,Standard,False,False,2132.8,13066173.0
4645.0,2,2,1,Sandy Loam,II,Moderate,Premium,False,False,2806.3,13035264.0
820.8,1,3,1,Black Cotton,IV,Warm-Humid,Standard,False,False,2702.0,2217802.0
3639.8,2,1,1,Sandy Loam,IV,Composite,Standard,False,False,1901.5,6921080.0
954.3,2,3,1,Clay,V,Moderate,Basic,False,False,1697.8,1620211.0
661.1,1,3,1,Rocky,III,Composite,Basic,False,False,1428.1,944117.0
3788.0,2,4,1,Sandy Loam,II,Composite,Standard,False,False,1814.7,6874084.0
522.6,1,2,3,Sandy Loam,II,Composite,Basic,False,False,1260.5,658737.0
3810.2,2,2,1,Clay,IV,Moderate,Standard,False,False,2204.6,8399967.0
1228.2,2,1,2,Rocky,III,Composite,Standard,False,False,1830.3,2247974.0
2923.6,2,5,1,Sandy Loam,IV,Warm-Humid,Basic,True,False,1685.1,4926558.0
613.0,1,2,3,Sandy Loam,III,Moderate,Standard,False,False,1784.6,1093960.0
963.6,1,4,2,Clay,IV,Moderate,Luxury,False,False,4927.0,4747657.0
2069.2,3,3,3,Black Cotton,III,Moderate,Standard,False,True,2078.2,4750211.0
2432.5,2,4,3,Rocky,IV,Warm-Humid,Premium,False,False,2411.4,5865730.0
1108.9,1,2,1,Sandy Loam,V,Composite,Standard,False,False,2298.2,2548474.0
4056.7,2,2,2,Clay,III,Cold,Standard,False,False,1910.3,7749514.0
1761.1,1,2,2,Sandy Loam,V,Moderate,Premium,False,False,3122.3,5498683.0
4276.5,3,2,2,Sandy Loam,II,Composite,Luxury,False,False,4011.0,17153042.0
6219.4,3,2,2,Clay,IV,Composite,Premium,False,True,3216.2,20452834.0
1189.0,2,3,2,Sandy Loam,IV,Composite,Standard,False,False,1972.9,2345778.0
2401.9,3,2,1,Black Cotton,III,Composite,Standard,False,False,2421.1,5815240.0
4396.0,2,2,2,Sandy Loam,III,Cold,Basic,False,False,1306.8,5744693.0
4063.8,2,3,1,Clay,IV,Composite,Luxury,False,False,4716.6,19167319.0
2090.4,1,3,1,Black Cotton,IV,Warm-Humid,Basic,False,False,1863.6,3895669.0
1405.9,1,3,1,Black Cotton,III,Composite,Luxury,False,False,5312.2,7468422.0
1764.9,1,2,2,Rocky,IV,Composite,Premium,False,False,2788.9,4922130.0
2026.9,1,2,2,Sandy Loam,II,Composite,Luxury,False,False,3790.8,7683573.0
882.3,1,2,2,Sandy Loam,III,Warm-Humid,Basic,False,False,1331.5,1174782.0
2743.7,2,3,3,Black Cotton,III,Composite,Standard,False,False,1871.5,5134835.0
1738.0,1,3,2,Sandy Loam,V,Hot-Dry,Standard,False,False,2168.2,3768332.0
4674.3,3,2,2,Sandy Loam,IV,Composite,Standard,False,False,1940.6,9070947.0
546.0,1,2,1,Sandy Loam,III,Composite,Standard,False,False,2027.6,1107070.0
1045.0,2,4,2,Black Cotton,V,Warm-Humid,Basic,True,False,1876.6,1961047.0
1482.8,1,2,2,Rocky,III,Hot-Dry,Standard,False,False,1798.1,2666223.0
2053.3,2,3,1,Sandy Loam,III,Moderate,Standard,False,False,1890.0,3880737.0
1747.9,1,3,3,Rocky,IV,Warm-Humid,Premium,False,False,2557.9,4470953.0
4739.1,2,3,1,Rocky,II,Moderate,Standard,False,False,1814.9,8600993.0
4309.3,2,3,2,Sandy Loam,IV,Composite,Standard,False,False,1832.9,7898516.0
1932.9,1,4,1,Sandy Loam,III,Composite,Basic,False,False,1505.3,2909594.0
4116.1,2,2,2,Rocky,III,Warm-Humid,Premium,False,False,2490.2,10249912.0
1074.1,1,4,1,Black Cotton,III,Hot-Dry,Basic,False,False,1858.2,1995893.0
1246.3,1,3,1,Black Cotton,III,Hot-Dry,Standard,False,False,2583.1,3219318.0
541.7,1,2,1,Black Cotton,IV,Composite,Basic,False,False,1935.4,1048406.0
2018.4,2,1,2,Clay,III,Moderate,Standard,False,False,1944.1,3923971.0
3917.4,2,2,2,Clay,II,Composite,Basic,False,False,1242.4,4866978.0
1027.4,2,2,1,Sandy Loam,III,Warm-Humid,Standard,False,False,2047.9,2104012.0
2130.9,1,4,1,Sandy Loam,III,Composite,Standard,False,False,2041.7,4350659.0
2016.6,2,1,2,Sandy Loam,III,Warm-Humid,Standard,False,False,1652.9,3333238.0
3811.7,2,3,1,Rocky,IV,Composite,Premium,True,False,3216.1,12258808.0
1995.5,2,5,2,Rocky,IV,Composite,Basic,True,False,1462.2,2917820.0
2311.2,1,5,1,Rocky,II,Composite,Premium,False,False,2854.3,6596858.0
4335.3,2,2,1,Black Cotton,IV,Warm-Humid,Standard,False,False,2344.5,10164111.0
1376.2,3,1,1,Sandy Loam,III,Composite,Standard,False,False,1952.6,2687168.0
3121.0,2,4,2,Clay,II,Warm-Humid,Basic,False,False,1290.1,4026402.0
2872.3,3,2,2,Sandy Loam,III,Warm-Humid,Premium,False,False,2682.8,7705806.0
3035.0,2,2,1,Sandy Loam,IV,Composite,Standard,False,False,1882.5,5713388.0
4025.8,2,2,2,Clay,IV,Composite,Standard,False,False,2151.1,8659898.0
4229.2,2,3,1,Sandy Loam,III,Composite,Standard,False,False,1949.6,8245248.0
3707.6,2,1,2,Sandy Loam,III,Warm-Humid,Standard,False,False,1700.6,6305145.0
2968.0,2,2,2,Sandy Loam,V,Hot-Dry,Premium,False,False,2915.1,8652017.0
1815.6,1,4,3,Sandy Loam,II,Composite,Premium,False,False,2531.5,4596191.0
1572.3,2,3,1,Clay,II,Composite,Premium,False,False,2750.5,4324611.0
2568.7,3,3,1,Rocky,IV,Warm-Humid,Standard,False,False,1986.2,5101952.0
2347.6,1,3,2,Rocky,III,Moderate,Standard,False,False,1774.6,4166051.0
1520.2,1,3,1,Sandy Loam,III,Composite,Premium,False,False,2838.6,4315240.0
1916.9,1,2,3,Black Cotton,III,Composite,Standard,False,False,2019.6,3871371.0
1365.3,1,4,1,Rocky,IV,Hot-Dry,Premium,False,False,3133.4,4278031.0
1173.8,1,2,1,Sandy Loam,III,Hot-Dry,Basic,False,False,1518.4,1782298.0
1083.6,1,2,1,Sandy Loam,II,Hot-Dry,Standard,False,False,2011.0,2179120.0
598.3,1,2,2,Sandy Loam,III,Warm-Humid,Standard,False,False,2030.9,1215087.0
458.6,1,3,1,Sandy Loam,II,Composite,Luxury,False,True,4673.6,2593313.0
1662.9,1,1,1,Clay,II,Cold,Standard,False,False,2096.5,3486270.0
878.6,1,5,1,Black Cotton,II,Composite,Standard,False,False,2448.5,2151252.0
4560.9,2,5,2,Black Cotton,IV,Warm-Humid,Standard,False,False,2096.4,9561471.0
4509.8,3,3,2,Sandy Loam,II,Composite,Premium,False,False,2525.4,11389049.0
2464.2,2,2,2,Sandy Loam,III,Composite,Premium,False,False,2651.0,6532594.0
3683.0,2,3,3,Sandy Loam,II,Hot-Dry,Standard,False,False,1479.1,5447525.0
556.1,1,5,2,Clay,V,Composite,Premium,False,False,3541.9,1969651.0
3131.1,2,1,3,Clay,II,Composite,Standard,False,False,1620.1,5072695.0
3229.1,2,2,3,Black Cotton,II,Composite,Standard,False,False,1852.1,5980616.0
4224.1,2,3,1,Clay,IV,Warm-Humid,Basic,False,False,1552.1,6556226.0
5839.6,3,4,2,Black Cotton,IV,Warm-Humid,Standard,False,False,2277.5,13299689.0
2108.2,1,3,1,Clay,II,Moderate,Basic,False,False,1498.5,3159138.0
2135.0,1,2,1,Sandy Loam,IV,Moderate,Standard,False,False,2125.1,4537088.0
3760.9,2,3,1,Black Cotton,IV,Composite,Premium,False,False,3415.0,12843474.0
1587.6,2,4,3,Clay,III,Cold,Standard,False,False,1867.7,2965161.0
2398.6,2,4,3,Clay,III,Composite,Basic,False,False,1338.2,3209807.0
2104.3,1,1,2,Rocky,V,Composite,Standard,False,False,2055.1,4324547.0
2765.3,3,3,2,Sandy Loam,II,Moderate,Premium,False,False,2599.0,7187015.0
2308.3,2,3,2,Clay,IV,Composite,Standard,False,False,1957.8,4519190.0
4340.5,2,2,2,Clay,V,Warm-Humid,Basic,False,False,1521.0,6601900.0
1798.9,1,2,2,Clay,IV,Composite,Basic,False,False,1568.1,2820855.0
885.3,1,3,2,Sandy Loam,III,Hot-Dry,Basic,False,False,1427.2,1263500.0
1205.8,1,2,1,Clay,III,Moderate,Standard,False,False,2250.8,2714015.0
587.3,1,2,1,Rocky,IV,Warm-Humid,Standard,False,False,2193.3,1288125.0
4148.9,2,4,1,Clay,II,Warm-Humid,Standard,False,False,1988.6,8250503.0
1820.0,1,2,1,Clay,III,Warm-Humid,Standard,False,False,2110.3,3840746.0
1823.8,1,3,1,Clay,IV,Moderate,Standard,False,False,2196.8,4006524.0
2211.6,1,2,3,Rocky,III,Hot-Dry,Luxury,False,False,3703.8,8191324.0
2409.7,2,2,2,Sandy Loam,V,Composite,Basic,False,False,1361.7,3281288.0
2228.5,1,3,1,Sandy Loam,IV,Warm-Humid,Basic,False,False,1491.0,3322694.0
1371.0,1,2,2,Sandy Loam,V,Moderate,Standard,False,False,2030.2,2783404.0
1956.1,2,4,1,Rocky,III,Composite,Standard,False,False,1890.5,3698007.0
1197.5,1,4,2,Rocky,II,Hot-Dry,Standard,False,False,1782.6,2134664.0
3125.4,2,1,2,Clay,II,Composite,Standard,False,False,1813.2,5666975.0
1216.3,1,3,1,Sandy Loam,II,Composite,Standard,False,False,2007.2,2441357.0
1438.3,2,4,2,Black Cotton,III,Composite,Premium,True,False,3751.7,5396070.0
3970.2,3,3,2,Black Cotton,III,Moderate,Basic,False,False,1553.9,6169294.0
3161.7,3,1,1,Clay,III,Moderate,Luxury,False,False,4654.6,14716449.0
4595.5,2,3,2,Rocky,II,Composite,Basic,False,False,1221.2,5612025.0
3440.5,3,3,1,Clay,III,Warm-Humid,Basic,False,False,1599.7,5503768.0
1773.7,1,3,1,Clay,II,Composite,Basic,False,False,1527.4,2709149.0
1887.2,1,3,2,Black Cotton,II,Composite,Basic,False,False,1503.2,2836839.0
509.1,1,3,1,Sandy Loam,III,Hot-Dry,Standard,False,False,2148.4,1093750.0
1520.4,2,3,1,Black Cotton,III,Hot-Dry,Standard,False,False,2414.2,3670550.0
2807.0,2,5,2,Sandy Loam,II,Composite,Standard,False,False,1645.6,4619199.0
2990.5,2,2,2,Sandy Loam,II,Composite,Standard,False,False,1762.9,5271952.0
1799.2,1,2,1,Rocky,III,Composite,Premium,False,False,2823.9,5080761.0
2406.7,2,3,2,Rocky,III,Moderate,Standard,False,False,1682.7,4049754.0
1623.6,2,2,1,Sandy Loam,III,Warm-Humid,Basic,False,False,1382.2,2244140.0
4451.3,2,2,2,Clay,III,Hot-Dry,Standard,False,False,1847.7,8224667.0
1662.7,2,5,2,Sandy Loam,IV,Hot-Dry,Standard,False,False,2064.7,3432977.0
2645.1,2,2,1,Clay,III,Warm-Humid,Standard,False,False,2029.5,5368230.0
2057.8,1,3,2,Black Cotton,V,Moderate,Standard,False,False,2509.5,5164049.0
3100.1,3,1,2,Sandy Loam,II,Composite,Premium,False,False,2550.3,7906185.0
2414.8,2,2,2,Black Cotton,III,Composite,Standard,True,False,2441.4,5895493.0
4223.4,3,2,2,Sandy Loam,III,Warm-Humid,Standard,False,False,1874.9,7918453.0
4171.9,2,4,1,Sandy Loam,III,Moderate,Premium,True,False,3278.7,13678409.0
4392.8,2,3,1,Black Cotton,II,Composite,Premium,False,False,3088.0,13564966.0
3904.2,2,4,1,Clay,IV,Warm-Humid,Premium,True,False,3567.2,13927062.0
2422.2,2,2,2,Rocky,II,Cold,Luxury,False,False,3587.4,8689400.0
1192.4,2,2,1,Clay,IV,Moderate,Standard,False,False,2037.3,2429277.0
586.6,1,3,2,Clay,II,Composite,Premium,False,False,3072.8,1802504.0
6951.3,3,4,3,Sandy Loam,III,Composite,Standard,False,False,1667.5,11591293.0
1991.8,1,3,1,Sandy Loam,III,Composite,Standard,False,False,2017.3,4018058.0
3254.7,2,1,1,Rocky,III,Warm-Humid,Standard,False,False,1817.0,5913790.0
3073.7,2,2,1,Black Cotton,III,Composite,Premium,True,False,3694.6,11356092.0
518.0,1,3,1,Rocky,IV,Composite,Standard,False,False,2130.3,1103495.0
4049.8,2,2,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,1947.7,7887795.0
2312.6,1,2,2,Black Cotton,IV,Composite,Standard,False,False,2518.2,5823589.0
1640.0,1,1,1,Clay,III,Warm-Humid,Premium,False,False,3417.7,5605028.0
569.9,1,1,2,Black Cotton,II,Composite,Standard,False,False,2461.8,1402980.0
1009.7,1,3,2,Sandy Loam,III,Moderate,Standard,False,False,1887.4,1905708.0
2234.6,1,1,1,Clay,II,Warm-Humid,Premium,False,False,3138.4,7013069.0
1274.2,2,3,1,Clay,II,Warm-Humid,Standard,True,False,2430.0,3096306.0
1862.8,2,2,1,Clay,III,Warm-Humid,Luxury,True,False,5607.8,10446210.0
3121.6,2,4,2,Sandy Loam,II,Composite,Premium,False,False,2420.3,7555208.0
3048.1,3,3,2,Black Cotton,II,Composite,Standard,False,False,2098.1,6395219.0
2361.8,1,2,1,Sandy Loam,IV,Warm-Humid,Basic,False,False,1515.1,3578363.0
1160.3,2,1,2,Sandy Loam,II,Composite,Standard,False,False,1677.5,1946403.0
1359.7,1,2,1,Black Cotton,IV,Moderate,Standard,False,False,2546.6,3462612.0
608.6,1,4,1,Sandy Loam,III,Moderate,Standard,False,False,1995.5,1214461.0
1965.0,1,3,2,Sandy Loam,IV,Warm-Humid,Premium,False,False,2988.8,5872992.0
1578.1,1,2,2,Sandy Loam,V,Cold,Premium,False,False,3255.5,5137505.0
1901.1,3,3,1,Clay,III,Composite,Standard,True,False,2541.5,4831646.0
2981.9,3,2,1,Clay,V,Composite,Standard,False,False,2387.9,7120479.0
766.2,1,3,3,Black Cotton,IV,Composite,Basic,False,False,1675.7,1283921.0
2987.4,2,3,2,Clay,II,Hot-Dry,Standard,False,False,1826.6,5456785.0
1528.1,1,3,1,Sandy Loam,III,Warm-Humid,Luxury,False,False,4579.8,6998392.0
1035.2,2,3,1,Black Cotton,II,Hot-Dry,Standard,False,False,2165.2,2241415.0
739.6,1,3,1,Black Cotton,V,Composite,Standard,False,False,2856.6,2112741.0
2875.3,2,2,2,Black Cotton,III,Composite,Basic,False,False,1510.9,4344291.0
4752.5,2,1,2,Rocky,III,Hot-Dry,Premium,False,False,2398.3,11397921.0
1365.2,2,2,2,Clay,IV,Cold,Standard,False,False,2050.0,2798660.0
1280.6,2,3,1,Sandy Loam,II,Moderate,Basic,False,False,1344.1,1721254.0
816.9,1,4,3,Black Cotton,II,Hot-Dry,Standard,False,False,2030.3,1658552.0
1126.2,1,3,3,Sandy Loam,IV,Composite,Standard,False,False,1897.7,2137190.0
1815.4,2,2,1,Black Cotton,IV,Warm-Humid,Premium,False,False,3648.6,6623668.0
1284.8,1,2,2,Sandy Loam,III,Moderate,Premium,False,False,2915.0,3745192.0
2792.4,2,3,1,Black Cotton,II,Moderate,Standard,False,False,2230.1,6227331.0
4124.4,2,2,1,Black Cotton,II,Warm-Humid,Standard,True,False,2489.7,10268519.0
6735.1,3,4,1,Sandy Loam,V,Hot-Dry,Standard,False,True,2201.7,15278670.0
1777.8,1,2,2,Clay,IV,Cold,Standard,False,False,2192.8,3898360.0
4161.9,2,1,2,Clay,II,Hot-Dry,Standard,False,False,1738.8,7236712.0
1446.2,2,2,1,Rocky,V,Warm-Humid,Premium,False,False,3145.4,4548877.0
2320.8,1,5,2,Clay,IV,Moderate,Premium,False,False,3129.3,7262479.0
2872.0,2,3,2,Black Cotton,IV,Warm-Humid,Standard,False,False,2385.6,6851443.0
5025.6,3,3,2,Clay,II,Composite,Standard,True,False,2092.9,10518078.0
2645.1,2,2,2,Rocky,IV,Composite,Standard,False,False,1725.0,4562798.0
2977.6,2,4,1,Sandy Loam,IV,Warm-Humid,Premium,True,False,3561.9,10605913.0
2097.5,1,2,1,Sandy Loam,III,Warm-Humid,Premium,False,False,3021.7,6338016.0
2025.6,2,3,2,Rocky,IV,Hot-Dry,Standard,False,False,1814.7,3675856.0
6095.5,3,2,2,Black Cotton,II,Hot-Dry,Standard,False,False,2139.8,13043151.0
3648.1,2,3,3,Sandy Loam,II,Hot-Dry,Premium,False,False,2176.1,7938630.0
1261.4,1,3,3,Sandy Loam,IV,Hot-Dry,Premium,False,False,2676.3,3375885.0
1668.0,1,2,1,Sandy Loam,II,Hot-Dry,Standard,False,False,1924.4,3209899.0
2352.5,1,3,1,Sandy Loam,IV,Composite,Standard,False,False,2130.5,5012001.0
3240.9,2,2,2,Black Cotton,IV,Hot-Dry,Standard,False,False,2172.5,7040855.0
550.6,1,3,2,Clay,IV,Composite,Basic,False,False,1634.2,899791.0
2880.2,2,3,3,Sandy Loam,II,Composite,Basic,False,False,1102.8,3176285.0
6762.0,3,3,3,Clay,IV,Hot-Dry,Standard,False,False,1934.1,13078384.0
5367.7,3,5,1,Rocky,II,Composite,Standard,False,False,2010.0,10789077.0
1909.0,3,5,1,Clay,V,Hot-Dry,Luxury,True,False,6544.1,12492687.0
4660.2,2,4,1,Sandy Loam,II,Moderate,Premium,False,False,2538.3,11828986.0
3938.0,3,1,1,Clay,III,Moderate,Standard,False,True,2060.0,8562280.0
2162.2,2,5,3,Clay,III,Warm-Humid,Standard,True,False,2036.4,4403104.0
1310.3,2,3,1,Sandy Loam,IV,Warm-Humid,Premium,False,False,3144.5,4120238.0
4341.1,3,3,2,Clay,II,Warm-Humid,Standard,False,False,1916.3,8318850.0
905.3,2,3,2,Sandy Loam,III,Composite,Standard,True,False,2071.8,1875601.0
1194.9,1,2,1,Sandy Loam,V,Warm-Humid,Standard,False,False,2373.9,2836573.0
2053.1,2,1,2,Clay,IV,Composite,Standard,False,False,1954.6,4012989.0
3129.4,2,1,1,Sandy Loam,III,Warm-Humid,Basic,False,False,1292.9,4046001.0
1926.7,1,4,2,Sandy Loam,III,Warm-Humid,Premium,False,False,2934.6,5654094.0
1399.2,2,2,3,Clay,II,Hot-Dry,Premium,False,False,2518.2,3523465.0
1511.0,1,3,3,Sandy Loam,II,Hot-Dry,Standard,False,False,1672.8,2527601.0
4015.3,2,3,1,Clay,III,Warm-Humid,Standard,True,False,2286.6,9181385.0
1540.2,1,2,2,Sandy Loam,III,Cold,Basic,False,False,1457.6,2244996.0
1394.8,3,3,1,Sandy Loam,II,Hot-Dry,Basic,False,False,1561.0,2177283.0
1561.8,2,3,1,Clay,IV,Composite,Basic,False,False,1529.1,2388148.0
2366.8,1,3,1,Sandy Loam,IV,Hot-Dry,Standard,False,False,2256.1,5339737.0
1534.7,1,4,1,Clay,V,Composite,Standard,False,False,2403.8,3689112.0
612.0,1,4,2,Black Cotton,III,Warm-Humid,Standard,False,False,2311.4,1414577.0
2485.7,2,2,2,Sandy Loam,III,Composite,Standard,False,False,1737.7,4319401.0
1360.8,1,2,2,Black Cotton,V,Warm-Humid,Standard,False,False,2729.2,3713895.0
3858.1,2,5,1,Rocky,II,Composite,Premium,False,False,2547.3,9827738.0
4518.5,2,3,1,Sandy Loam,IV,Moderate,Standard,False,False,2057.3,9295910.0
3492.1,3,1,1,Clay,III,Moderate,Standard,False,False,2014.7,7035534.0
1765.2,3,5,1,Rocky,II,Composite,Premium,False,True,2920.7,5605620.0
4595.3,2,2,1,Black Cotton,V,Composite,Standard,False,False,2486.7,11427133.0
5724.8,3,3,1,Sandy Loam,III,Composite,Basic,False,False,1333.6,7634593.0
1513.2,1,3,2,Sandy Loam,III,Composite,Standard,False,False,1923.3,2910338.0
668.2,1,2,1,Clay,IV,Moderate,Luxury,False,False,5472.0,3656390.0
3333.9,2,3,3,Sandy Loam,III,Warm-Humid,Standard,False,False,1596.0,5320904.0
2960.6,2,4,1,Sandy Loam,II,Composite,Basic,False,False,1355.4,4012797.0
1885.2,2,4,2,Sandy Loam,V,Composite,Luxury,False,False,4512.2,8506399.0
1547.0,1,3,2,Rocky,IV,Moderate,Luxury,False,False,4356.5,6739506.0
690.0,1,1,1,Sandy Loam,III,Warm-Humid,Standard,False,False,2025.3,1397457.0
